,gene1,gene2,gene1 perturbation,gene2 perturbation,PMID,cancer_type,SL
19598,BLM,WDR92,mut,shRNA,24104479,COAD,0
19599,BLM,ZBED5,mut,shRNA,24104479,COAD,0
19600,BLM,CD47,mut,shRNA,24104479,COAD,0
19601,BLM,KLHL7,mut,shRNA,24104479,COAD,0
19602,BLM,FCER2,mut,shRNA,24104479,COAD,0
19603,BLM,CTGF,mut,shRNA,24104479,COAD,0
19604,BLM,FAM76A,mut,shRNA,24104479,COAD,0
19605,BLM,VSNL1,mut,shRNA,24104479,COAD,0
19606,BLM,LILRB4,mut,shRNA,24104479,COAD,0
19607,BLM,KCNJ15,mut,shRNA,24104479,COAD,0
19608,BLM,XRCC3,mut,shRNA,24104479,COAD,0
19609,BLM,HBZ,mut,shRNA,24104479,COAD,0
19610,BLM,PRICKLE1,mut,shRNA,24104479,COAD,0
19611,BLM,RAB27A,mut,shRNA,24104479,COAD,0
19612,BLM,PRSS23,mut,shRNA,24104479,COAD,0
19613,BLM,TMPO,mut,shRNA,24104479,COAD,0
19614,BLM,NEDD4,mut,shRNA,24104479,COAD,0
19615,BLM,SLC1A5,mut,shRNA,24104479,COAD,0
19616,BLM,ATF7IP2,mut,shRNA,24104479,COAD,0
19617,BLM,RTDR1,mut,shRNA,24104479,COAD,0
19618,BLM,OTOR,mut,shRNA,24104479,COAD,0
19619,BLM,ARMC10,mut,shRNA,24104479,COAD,0
19620,BLM,CRISPLD1,mut,shRNA,24104479,COAD,0
19621,BLM,MARCKSL1,mut,shRNA,24104479,COAD,0
19622,BLM,NOD2,mut,shRNA,24104479,COAD,0
19623,BLM,UNCX,mut,shRNA,24104479,COAD,0
19624,BLM,PRKCG,mut,shRNA,24104479,COAD,0
19625,BLM,TMEM120A,mut,shRNA,24104479,COAD,0
19626,BLM,RAP2A,mut,shRNA,24104479,COAD,0
19627,BLM,COMT,mut,shRNA,24104479,COAD,0
19628,BLM,PKDREJ,mut,shRNA,24104479,COAD,0
19629,BLM,ATL2,mut,shRNA,24104479,COAD,0
19630,BLM,EVI5,mut,shRNA,24104479,COAD,0
19631,BLM,C17orf75,mut,shRNA,24104479,COAD,0
19632,BLM,DPP6,mut,shRNA,24104479,COAD,0
19633,BLM,BATF2,mut,shRNA,24104479,COAD,0
19634,BLM,AVIL,mut,shRNA,24104479,COAD,0
19635,BLM,C1R,mut,shRNA,24104479,COAD,0
19636,BLM,CAMKK1,mut,shRNA,24104479,COAD,0
19637,BLM,BRD8,mut,shRNA,24104479,COAD,0
19638,BLM,OAT,mut,shRNA,24104479,COAD,0
19639,BLM,PSIP1,mut,shRNA,24104479,COAD,0
19640,BLM,NFU1,mut,shRNA,24104479,COAD,0
19641,BLM,PJA2,mut,shRNA,24104479,COAD,0
19642,BLM,ABCD1,mut,shRNA,24104479,COAD,0
19643,BLM,DHX29,mut,shRNA,24104479,COAD,0
19644,BLM,HDGF,mut,shRNA,24104479,COAD,0
19645,BLM,HABP2,mut,shRNA,24104479,COAD,0
19646,BLM,ZNF638,mut,shRNA,24104479,COAD,0
19647,BLM,RABGGTB,mut,shRNA,24104479,COAD,0
19648,BLM,MUCL1,mut,shRNA,24104479,COAD,0
19649,BLM,CCDC12,mut,shRNA,24104479,COAD,0
19650,BLM,RPS2,mut,shRNA,24104479,COAD,0
19651,BLM,GDPD5,mut,shRNA,24104479,COAD,0
19652,BLM,DHX33,mut,shRNA,24104479,COAD,0
19653,BLM,UBAP2,mut,shRNA,24104479,COAD,0
19654,BLM,HMGN5,mut,shRNA,24104479,COAD,0
19655,BLM,MAL,mut,shRNA,24104479,COAD,0
19656,BLM,RFXANK,mut,shRNA,24104479,COAD,0
19657,BLM,EPC1,mut,shRNA,24104479,COAD,0
19658,BLM,CASP5,mut,shRNA,24104479,COAD,0
19659,BLM,AES,mut,shRNA,24104479,COAD,0
19660,BLM,RDH13,mut,shRNA,24104479,COAD,1
19661,BLM,OMP,mut,shRNA,24104479,COAD,0
19662,BLM,C6orf182,mut,shRNA,24104479,COAD,0
19663,BLM,ZNF430,mut,shRNA,24104479,COAD,0
19664,BLM,MTF1,mut,shRNA,24104479,COAD,0
19665,BLM,BRPF1,mut,shRNA,24104479,COAD,0
19666,BLM,AGFG2,mut,shRNA,24104479,COAD,0
19667,BLM,HSD17B8,mut,shRNA,24104479,COAD,0
19668,BLM,SMS,mut,shRNA,24104479,COAD,0
19669,BLM,BCAT2,mut,shRNA,24104479,COAD,0
19670,BLM,AKT2,mut,shRNA,24104479,COAD,0
19671,BLM,LCN2,mut,shRNA,24104479,COAD,0
19672,BLM,RBMXL2,mut,shRNA,24104479,COAD,0
19673,BLM,PLEKHG2,mut,shRNA,24104479,COAD,0
19674,BLM,ARPC1A,mut,shRNA,24104479,COAD,0
19675,BLM,ZNF688,mut,shRNA,24104479,COAD,0
19676,BLM,DRP2,mut,shRNA,24104479,COAD,0
19677,BLM,CDC34,mut,shRNA,24104479,COAD,0
19678,BLM,GPR148,mut,shRNA,24104479,COAD,0
19679,BLM,PRG3,mut,shRNA,24104479,COAD,0
19680,BLM,CNTNAP1,mut,shRNA,24104479,COAD,0
19681,BLM,PCDHB4,mut,shRNA,24104479,COAD,0
19682,BLM,LRP12,mut,shRNA,24104479,COAD,0
19683,BLM,ZNF296,mut,shRNA,24104479,COAD,0
19684,BLM,MND1,mut,shRNA,24104479,COAD,0
19685,BLM,TAGLN2,mut,shRNA,24104479,COAD,0
19686,BLM,PABPC1,mut,shRNA,24104479,COAD,0
19687,BLM,DNAJC16,mut,shRNA,24104479,COAD,0
19688,BLM,MID2,mut,shRNA,24104479,COAD,0
19689,BLM,MRE11A,mut,shRNA,24104479,COAD,0
19690,BLM,MCTP1,mut,shRNA,24104479,COAD,0
19691,BLM,PRSS12,mut,shRNA,24104479,COAD,0
19692,BLM,RNF166,mut,shRNA,24104479,COAD,0
19693,BLM,IRAK2,mut,shRNA,24104479,COAD,0
19694,BLM,LCNL1,mut,shRNA,24104479,COAD,0
19695,BLM,DNAJC18,mut,shRNA,24104479,COAD,0
19696,BLM,SNRNP200,mut,shRNA,24104479,COAD,1
19697,BLM,PEX10,mut,shRNA,24104479,COAD,0
19698,BLM,TEX10,mut,shRNA,24104479,COAD,0
19699,BLM,CXCL14,mut,shRNA,24104479,COAD,0
19700,BLM,TSPAN12,mut,shRNA,24104479,COAD,0
19701,BLM,BMP15,mut,shRNA,24104479,COAD,0
19702,BLM,CALU,mut,shRNA,24104479,COAD,0
19703,BLM,ALB,mut,shRNA,24104479,COAD,0
19704,BLM,IRAK1,mut,shRNA,24104479,COAD,0
19705,BLM,ANKRD7,mut,shRNA,24104479,COAD,0
19706,BLM,IFT140,mut,shRNA,24104479,COAD,0
19707,BLM,BCL2L14,mut,shRNA,24104479,COAD,0
19708,BLM,DAAM2,mut,shRNA,24104479,COAD,0
19709,BLM,PRSS1,mut,shRNA,24104479,COAD,0
19710,BLM,IGF2,mut,shRNA,24104479,COAD,0
19711,BLM,TIAF1,mut,shRNA,24104479,COAD,0
19712,BLM,CD7,mut,shRNA,24104479,COAD,0
19713,BLM,MMP7,mut,shRNA,24104479,COAD,0
19714,BLM,NLK,mut,shRNA,24104479,COAD,0
19715,BLM,FHL1,mut,shRNA,24104479,COAD,0
19716,BLM,PCNP,mut,shRNA,24104479,COAD,0
19717,BLM,CASP4,mut,shRNA,24104479,COAD,0
19718,BLM,HIST1H2BM,mut,shRNA,24104479,COAD,0
19719,BLM,CNTNAP3,mut,shRNA,24104479,COAD,0
19720,BLM,C10orf47,mut,shRNA,24104479,COAD,0
19721,BLM,PEA15,mut,shRNA,24104479,COAD,0
19722,BLM,REN,mut,shRNA,24104479,COAD,0
19723,BLM,CHST8,mut,shRNA,24104479,COAD,0
19724,BLM,SETD6,mut,shRNA,24104479,COAD,0
19725,BLM,PILRA,mut,shRNA,24104479,COAD,0
19726,BLM,MAN2A2,mut,shRNA,24104479,COAD,0
19727,BLM,INO80D,mut,shRNA,24104479,COAD,0
19728,BLM,EFNB3,mut,shRNA,24104479,COAD,0
19729,BLM,TBX22,mut,shRNA,24104479,COAD,0
19730,BLM,AK7,mut,shRNA,24104479,COAD,0
19731,BLM,PHKB,mut,shRNA,24104479,COAD,0
19732,BLM,H1FX,mut,shRNA,24104479,COAD,0
19733,BLM,GPR37L1,mut,shRNA,24104479,COAD,0
19734,BLM,PROCR,mut,shRNA,24104479,COAD,0
19735,BLM,RNF135,mut,shRNA,24104479,COAD,0
19736,BLM,KLF14,mut,shRNA,24104479,COAD,0
19737,BLM,PRLH,mut,shRNA,24104479,COAD,0
19738,BLM,MFAP3,mut,shRNA,24104479,COAD,0
19739,BLM,NHLH1,mut,shRNA,24104479,COAD,0
19740,BLM,ZNF101,mut,shRNA,24104479,COAD,0
19741,BLM,GCK,mut,shRNA,24104479,COAD,0
19742,BLM,BTBD6,mut,shRNA,24104479,COAD,0
19743,BLM,AHCY,mut,shRNA,24104479,COAD,0
19744,BLM,PITPNA,mut,shRNA,24104479,COAD,0
19745,BLM,AARS2,mut,shRNA,24104479,COAD,0
19746,BLM,LASS4,mut,shRNA,24104479,COAD,0
19747,BLM,ZNF3,mut,shRNA,24104479,COAD,0
19748,BLM,EGLN1,mut,shRNA,24104479,COAD,0
19749,BLM,CLDN18,mut,shRNA,24104479,COAD,0
19750,BLM,SORD,mut,shRNA,24104479,COAD,0
19751,BLM,FGF19,mut,shRNA,24104479,COAD,0
19752,BLM,TLR3,mut,shRNA,24104479,COAD,0
19753,BLM,FIZ1,mut,shRNA,24104479,COAD,0
19754,BLM,RASGRP2,mut,shRNA,24104479,COAD,0
19755,BLM,DDI1,mut,shRNA,24104479,COAD,0
19756,BLM,JPH1,mut,shRNA,24104479,COAD,0
19757,BLM,WBP5,mut,shRNA,24104479,COAD,0
19758,BLM,DAK,mut,shRNA,24104479,COAD,0
19759,BLM,XG,mut,shRNA,24104479,COAD,0
19760,BLM,CHRNE,mut,shRNA,24104479,COAD,0
19761,BLM,C6orf122,mut,shRNA,24104479,COAD,0
19762,BLM,PMCHL1,mut,shRNA,24104479,COAD,0
19763,BLM,CHURC1,mut,shRNA,24104479,COAD,0
19764,BLM,SLC22A1,mut,shRNA,24104479,COAD,0
19765,BLM,URGCP,mut,shRNA,24104479,COAD,0
19766,BLM,SEMG2,mut,shRNA,24104479,COAD,0
19767,BLM,TPO,mut,shRNA,24104479,COAD,0
19768,BLM,KIAA1549,mut,shRNA,24104479,COAD,0
19769,BLM,PVRL1,mut,shRNA,24104479,COAD,0
19770,BLM,CCL22,mut,shRNA,24104479,COAD,0
19771,BLM,CDC37,mut,shRNA,24104479,COAD,0
19772,BLM,GDF9,mut,shRNA,24104479,COAD,0
19773,BLM,PRKRIP1,mut,shRNA,24104479,COAD,0
19774,BLM,ZNF654,mut,shRNA,24104479,COAD,0
19775,BLM,ARHGAP22,mut,shRNA,24104479,COAD,0
19776,BLM,PLAA,mut,shRNA,24104479,COAD,0
19777,BLM,FGFBP3,mut,shRNA,24104479,COAD,0
19778,BLM,RAB25,mut,shRNA,24104479,COAD,0
19779,BLM,FAM90A1,mut,shRNA,24104479,COAD,0
19780,BLM,VTI1B,mut,shRNA,24104479,COAD,0
19781,BLM,RCAN1,mut,shRNA,24104479,COAD,0
19782,BLM,USH1G,mut,shRNA,24104479,COAD,0
19783,BLM,COX7C,mut,shRNA,24104479,COAD,0
19784,BLM,C1orf192,mut,shRNA,24104479,COAD,0
19785,BLM,PLEKHB2,mut,shRNA,24104479,COAD,0
19786,BLM,KRAS,mut,shRNA,24104479,COAD,1
19787,BLM,COX5A,mut,shRNA,24104479,COAD,0
19788,BLM,B4GALT2,mut,shRNA,24104479,COAD,0
19789,BLM,EPHA6,mut,shRNA,24104479,COAD,0
19790,BLM,ZMAT2,mut,shRNA,24104479,COAD,0
19791,BLM,TSNAXIP1,mut,shRNA,24104479,COAD,0
19792,BLM,PRPH,mut,shRNA,24104479,COAD,1
19793,BLM,NDUFA9,mut,shRNA,24104479,COAD,0
19794,BLM,ADORA2A,mut,shRNA,24104479,COAD,0
19795,BLM,ZNF528,mut,shRNA,24104479,COAD,0
19796,BLM,SH3TC2,mut,shRNA,24104479,COAD,0
19797,BLM,TSSK3,mut,shRNA,24104479,COAD,0
19798,BLM,ARL4D,mut,shRNA,24104479,COAD,0
19799,BLM,RPP30,mut,shRNA,24104479,COAD,0
19800,BLM,MGST3,mut,shRNA,24104479,COAD,0
19801,BLM,FNDC5,mut,shRNA,24104479,COAD,0
19802,BLM,GPATCH4,mut,shRNA,24104479,COAD,0
19803,BLM,PBK,mut,shRNA,24104479,COAD,0
19804,BLM,COL13A1,mut,shRNA,24104479,COAD,0
19805,BLM,TCF7L1,mut,shRNA,24104479,COAD,0
19806,BLM,ARPC5L,mut,shRNA,24104479,COAD,0
19807,BLM,PTGFR,mut,shRNA,24104479,COAD,0
19808,BLM,NDN,mut,shRNA,24104479,COAD,0
19809,BLM,LIPT1,mut,shRNA,24104479,COAD,0
19810,BLM,RMND5A,mut,shRNA,24104479,COAD,0
19811,BLM,NDUFB11,mut,shRNA,24104479,COAD,0
19812,BLM,C19orf18,mut,shRNA,24104479,COAD,0
19813,BLM,ANP32A,mut,shRNA,24104479,COAD,0
19814,BLM,S100A12,mut,shRNA,24104479,COAD,0
19815,BLM,TDRD6,mut,shRNA,24104479,COAD,0
19816,BLM,PADI4,mut,shRNA,24104479,COAD,0
19817,BLM,SH2D3C,mut,shRNA,24104479,COAD,0
19818,BLM,DHX8,mut,shRNA,24104479,COAD,0
19819,BLM,GUF1,mut,shRNA,24104479,COAD,0
19820,BLM,F10,mut,shRNA,24104479,COAD,0
19821,BLM,TARBP2,mut,shRNA,24104479,COAD,0
19822,BLM,TLR7,mut,shRNA,24104479,COAD,0
19823,BLM,APOE,mut,shRNA,24104479,COAD,1
19824,BLM,POLI,mut,shRNA,24104479,COAD,0
19825,BLM,TNFRSF4,mut,shRNA,24104479,COAD,0
19826,BLM,GABRG2,mut,shRNA,24104479,COAD,0
19827,BLM,NUP210,mut,shRNA,24104479,COAD,0
19828,BLM,DPYSL4,mut,shRNA,24104479,COAD,0
19829,BLM,YWHAE,mut,shRNA,24104479,COAD,0
19830,BLM,CAP2,mut,shRNA,24104479,COAD,0
19831,BLM,ITGA5,mut,shRNA,24104479,COAD,0
19832,BLM,SH3BGR,mut,shRNA,24104479,COAD,0
19833,BLM,CYTIP,mut,shRNA,24104479,COAD,0
19834,BLM,LAG3,mut,shRNA,24104479,COAD,0
19835,BLM,KCND3,mut,shRNA,24104479,COAD,0
19836,BLM,TMEM167B,mut,shRNA,24104479,COAD,0
19837,BLM,SCG5,mut,shRNA,24104479,COAD,0
19838,BLM,KLHL35,mut,shRNA,24104479,COAD,0
19839,BLM,DYNLRB2,mut,shRNA,24104479,COAD,0
19840,BLM,SLC22A9,mut,shRNA,24104479,COAD,0
19841,BLM,GPC4,mut,shRNA,24104479,COAD,0
19842,BLM,C9orf40,mut,shRNA,24104479,COAD,0
19843,BLM,CUEDC2,mut,shRNA,24104479,COAD,0
19844,BLM,APTX,mut,shRNA,24104479,COAD,0
19845,BLM,EXPH5,mut,shRNA,24104479,COAD,0
19846,BLM,KLHL5,mut,shRNA,24104479,COAD,0
19847,BLM,TAAR2,mut,shRNA,24104479,COAD,0
19848,BLM,KMO,mut,shRNA,24104479,COAD,0
19849,BLM,SMYD1,mut,shRNA,24104479,COAD,0
19850,BLM,AEBP1,mut,shRNA,24104479,COAD,0
19851,BLM,CARHSP1,mut,shRNA,24104479,COAD,0
19852,BLM,ACER3,mut,shRNA,24104479,COAD,0
19853,BLM,MAP7,mut,shRNA,24104479,COAD,0
19854,BLM,TEAD4,mut,shRNA,24104479,COAD,0
19855,BLM,YIPF1,mut,shRNA,24104479,COAD,0
19856,BLM,TGIF2,mut,shRNA,24104479,COAD,0
19857,BLM,CRTC3,mut,shRNA,24104479,COAD,0
19858,BLM,CCR10,mut,shRNA,24104479,COAD,0
19859,BLM,AGPAT1,mut,shRNA,24104479,COAD,0
19860,BLM,ATP2B4,mut,shRNA,24104479,COAD,0
19861,BLM,HDHD1A,mut,shRNA,24104479,COAD,0
19862,BLM,SLC6A15,mut,shRNA,24104479,COAD,0
19863,BLM,PHF1,mut,shRNA,24104479,COAD,0
19864,BLM,CYSLTR2,mut,shRNA,24104479,COAD,0
19865,BLM,LIPF,mut,shRNA,24104479,COAD,0
19866,BLM,DEFB1,mut,shRNA,24104479,COAD,0
19867,BLM,C1orf162,mut,shRNA,24104479,COAD,1
19868,BLM,SLC22A17,mut,shRNA,24104479,COAD,0
19869,BLM,FOXK2,mut,shRNA,24104479,COAD,0
19870,BLM,SLFNL1,mut,shRNA,24104479,COAD,0
19871,BLM,POU4F3,mut,shRNA,24104479,COAD,0
19872,BLM,AAK1,mut,shRNA,24104479,COAD,0
19873,BLM,POLE3,mut,shRNA,24104479,COAD,0
19874,BLM,UCHL1,mut,shRNA,24104479,COAD,0
19875,BLM,PROZ,mut,shRNA,24104479,COAD,0
19876,BLM,TNNC1,mut,shRNA,24104479,COAD,0
19877,BLM,EMID1,mut,shRNA,24104479,COAD,0
19878,BLM,PLXNB2,mut,shRNA,24104479,COAD,0
19879,BLM,IL1F5,mut,shRNA,24104479,COAD,0
19880,BLM,FASN,mut,shRNA,24104479,COAD,0
19881,BLM,DKK2,mut,shRNA,24104479,COAD,0
19882,BLM,GPSM3,mut,shRNA,24104479,COAD,0
19883,BLM,ITGA8,mut,shRNA,24104479,COAD,0
19884,BLM,LSM10,mut,shRNA,24104479,COAD,0
19885,BLM,MT3,mut,shRNA,24104479,COAD,0
19886,BLM,CNNM3,mut,shRNA,24104479,COAD,0
19887,BLM,ABCB10,mut,shRNA,24104479,COAD,0
19888,BLM,VPS39,mut,shRNA,24104479,COAD,0
19889,BLM,KANK4,mut,shRNA,24104479,COAD,0
19890,BLM,DUSP12,mut,shRNA,24104479,COAD,0
19891,BLM,FRK,mut,shRNA,24104479,COAD,0
19892,BLM,SIRT5,mut,shRNA,24104479,COAD,0
19893,BLM,PARP1,mut,shRNA,24104479,COAD,0
19894,BLM,RAI2,mut,shRNA,24104479,COAD,0
19895,BLM,ITM2A,mut,shRNA,24104479,COAD,0
19896,BLM,KIAA1632,mut,shRNA,24104479,COAD,0
19897,BLM,IGFBP5,mut,shRNA,24104479,COAD,0
19898,BLM,GPR141,mut,shRNA,24104479,COAD,0
19899,BLM,CES3,mut,shRNA,24104479,COAD,0
19900,BLM,C14orf115,mut,shRNA,24104479,COAD,0
19901,BLM,SC4MOL,mut,shRNA,24104479,COAD,0
19902,BLM,ZFP112,mut,shRNA,24104479,COAD,0
19903,BLM,EPS15,mut,shRNA,24104479,COAD,0
19904,BLM,HSPB8,mut,shRNA,24104479,COAD,0
19905,BLM,HERC3,mut,shRNA,24104479,COAD,0
19906,BLM,PCDHGC3,mut,shRNA,24104479,COAD,0
19907,BLM,RAB27B,mut,shRNA,24104479,COAD,0
19908,BLM,PNPLA5,mut,shRNA,24104479,COAD,0
19909,BLM,ANKRD1,mut,shRNA,24104479,COAD,0
19910,BLM,CTSB,mut,shRNA,24104479,COAD,0
19911,BLM,BOP1,mut,shRNA,24104479,COAD,1
19912,BLM,HMOX1,mut,shRNA,24104479,COAD,0
19913,BLM,MYL12A,mut,shRNA,24104479,COAD,0
19914,BLM,NLRP7,mut,shRNA,24104479,COAD,0
19915,BLM,RNF139,mut,shRNA,24104479,COAD,0
19916,BLM,FZD3,mut,shRNA,24104479,COAD,0
19917,BLM,NTF3,mut,shRNA,24104479,COAD,0
19918,BLM,TNR,mut,shRNA,24104479,COAD,0
19919,BLM,ULBP3,mut,shRNA,24104479,COAD,0
19920,BLM,ECHDC3,mut,shRNA,24104479,COAD,0
19921,BLM,RAD17,mut,shRNA,24104479,COAD,0
19922,BLM,SLC37A4,mut,shRNA,24104479,COAD,0
19923,BLM,ITGA2B,mut,shRNA,24104479,COAD,0
19924,BLM,MAGEA2,mut,shRNA,24104479,COAD,0
19925,BLM,MKKS,mut,shRNA,24104479,COAD,0
19926,BLM,EIF2B4,mut,shRNA,24104479,COAD,1
19927,BLM,UBE2D1,mut,shRNA,24104479,COAD,0
19928,BLM,AKR1D1,mut,shRNA,24104479,COAD,0
19929,BLM,FCGR2C,mut,shRNA,24104479,COAD,0
19930,BLM,C9orf7,mut,shRNA,24104479,COAD,0
19931,BLM,GFRA1,mut,shRNA,24104479,COAD,0
19932,BLM,CCDC81,mut,shRNA,24104479,COAD,0
19933,BLM,C2orf57,mut,shRNA,24104479,COAD,0
19934,BLM,WASL,mut,shRNA,24104479,COAD,0
19935,BLM,ALKBH2,mut,shRNA,24104479,COAD,0
19936,BLM,THRB,mut,shRNA,24104479,COAD,0
19937,BLM,ZNF57,mut,shRNA,24104479,COAD,0
19938,BLM,REC8,mut,shRNA,24104479,COAD,0
19939,BLM,ACR,mut,shRNA,24104479,COAD,1
19940,BLM,C5orf24,mut,shRNA,24104479,COAD,0
19941,BLM,ARC,mut,shRNA,24104479,COAD,0
19942,BLM,RXFP2,mut,shRNA,24104479,COAD,0
19943,BLM,HHIP,mut,shRNA,24104479,COAD,0
19944,BLM,CYP2B6,mut,shRNA,24104479,COAD,0
19945,BLM,ICMT,mut,shRNA,24104479,COAD,0
19946,BLM,APOL2,mut,shRNA,24104479,COAD,0
19947,BLM,AMELX,mut,shRNA,24104479,COAD,0
19948,BLM,NEK5,mut,shRNA,24104479,COAD,0
19949,BLM,MYB,mut,shRNA,24104479,COAD,0
19950,BLM,HOXC11,mut,shRNA,24104479,COAD,0
19951,BLM,F9,mut,shRNA,24104479,COAD,0
19952,BLM,ABCB6,mut,shRNA,24104479,COAD,0
19953,BLM,FBP1,mut,shRNA,24104479,COAD,0
19954,BLM,MYO1E,mut,shRNA,24104479,COAD,0
19955,BLM,PCDHB10,mut,shRNA,24104479,COAD,0
19956,BLM,TOR1A,mut,shRNA,24104479,COAD,0
19957,BLM,HDAC10,mut,shRNA,24104479,COAD,0
19958,BLM,NF1,mut,shRNA,24104479,COAD,0
19959,BLM,UCKL1,mut,shRNA,24104479,COAD,0
19960,BLM,CYB5R4,mut,shRNA,24104479,COAD,0
19961,BLM,LHFPL3,mut,shRNA,24104479,COAD,0
19962,BLM,GTF3C2,mut,shRNA,24104479,COAD,0
19963,BLM,IGDCC4,mut,shRNA,24104479,COAD,0
19964,BLM,NWD1,mut,shRNA,24104479,COAD,0
19965,BLM,ADAMTS8,mut,shRNA,24104479,COAD,0
19966,BLM,PHTF1,mut,shRNA,24104479,COAD,0
19967,BLM,ENG,mut,shRNA,24104479,COAD,0
19968,BLM,ZNF790,mut,shRNA,24104479,COAD,0
19969,BLM,HIPK4,mut,shRNA,24104479,COAD,0
19970,BLM,KIAA1967,mut,shRNA,24104479,COAD,0
19971,BLM,PXN,mut,shRNA,24104479,COAD,0
19972,BLM,LRCH2,mut,shRNA,24104479,COAD,0
19973,BLM,LIG1,mut,shRNA,24104479,COAD,0
19974,BLM,CDKN2A,mut,shRNA,24104479,COAD,0
19975,BLM,GAS2L1,mut,shRNA,24104479,COAD,0
19976,BLM,CDRT4,mut,shRNA,24104479,COAD,0
19977,BLM,SLC39A6,mut,shRNA,24104479,COAD,0
19978,BLM,DNASE2B,mut,shRNA,24104479,COAD,0
19979,BLM,ADAMTS6,mut,shRNA,24104479,COAD,0
19980,BLM,HIST1H4D,mut,shRNA,24104479,COAD,0
19981,BLM,CRIPT,mut,shRNA,24104479,COAD,0
19982,BLM,CIB3,mut,shRNA,24104479,COAD,0
19983,BLM,GPR50,mut,shRNA,24104479,COAD,0
19984,BLM,KANK1,mut,shRNA,24104479,COAD,0
19985,BLM,AKAP6,mut,shRNA,24104479,COAD,0
19986,BLM,MNX1,mut,shRNA,24104479,COAD,1
19987,BLM,CYB5D1,mut,shRNA,24104479,COAD,0
19988,BLM,WIPI2,mut,shRNA,24104479,COAD,0
19989,BLM,PRKCDBP,mut,shRNA,24104479,COAD,0
19990,BLM,MTMR14,mut,shRNA,24104479,COAD,0
19991,BLM,SIGLEC8,mut,shRNA,24104479,COAD,0
19992,BLM,USPL1,mut,shRNA,24104479,COAD,0
19993,BLM,RACGAP1,mut,shRNA,24104479,COAD,0
19994,BLM,HEATR5B,mut,shRNA,24104479,COAD,0
19995,BLM,IL1R2,mut,shRNA,24104479,COAD,0
19996,BLM,PLCB3,mut,shRNA,24104479,COAD,0
19997,BLM,SLC7A7,mut,shRNA,24104479,COAD,0
19998,BLM,GGT6,mut,shRNA,24104479,COAD,0
19999,BLM,CDHR2,mut,shRNA,24104479,COAD,0
20000,BLM,FAM177A1,mut,shRNA,24104479,COAD,0
20001,BLM,AP2B1,mut,shRNA,24104479,COAD,0
20002,BLM,SCN1A,mut,shRNA,24104479,COAD,0
20003,BLM,ETV2,mut,shRNA,24104479,COAD,0
20004,BLM,LOXL1,mut,shRNA,24104479,COAD,0
20005,BLM,PADI2,mut,shRNA,24104479,COAD,0
20006,BLM,C9orf152,mut,shRNA,24104479,COAD,0
20007,BLM,FKBP6,mut,shRNA,24104479,COAD,0
20008,BLM,RAB19,mut,shRNA,24104479,COAD,0
20009,BLM,SSX2IP,mut,shRNA,24104479,COAD,0
20010,BLM,HSDL1,mut,shRNA,24104479,COAD,0
20011,BLM,CCDC135,mut,shRNA,24104479,COAD,0
20012,BLM,LCN1,mut,shRNA,24104479,COAD,0
20013,BLM,TTC26,mut,shRNA,24104479,COAD,0
20014,BLM,ZNF500,mut,shRNA,24104479,COAD,0
20015,BLM,S100A1,mut,shRNA,24104479,COAD,0
20016,BLM,MANBA,mut,shRNA,24104479,COAD,0
20017,BLM,C17orf46,mut,shRNA,24104479,COAD,0
20018,BLM,CLK3,mut,shRNA,24104479,COAD,0
20019,BLM,ATP6V0A2,mut,shRNA,24104479,COAD,0
20020,BLM,AMZ2,mut,shRNA,24104479,COAD,0
20021,BLM,SLC22A18AS,mut,shRNA,24104479,COAD,0
20022,BLM,TAL1,mut,shRNA,24104479,COAD,0
20023,BLM,AP1G2,mut,shRNA,24104479,COAD,0
20024,BLM,SDF2L1,mut,shRNA,24104479,COAD,0
20025,BLM,PLCB4,mut,shRNA,24104479,COAD,0
20026,BLM,DCUN1D5,mut,shRNA,24104479,COAD,0
20027,BLM,MYLK2,mut,shRNA,24104479,COAD,0
20028,BLM,ZNF212,mut,shRNA,24104479,COAD,0
20029,BLM,LTA4H,mut,shRNA,24104479,COAD,0
20030,BLM,FCRL1,mut,shRNA,24104479,COAD,0
20031,BLM,ISX,mut,shRNA,24104479,COAD,0
20032,BLM,CDH13,mut,shRNA,24104479,COAD,0
20033,BLM,FMO9P,mut,shRNA,24104479,COAD,0
20034,BLM,CD180,mut,shRNA,24104479,COAD,0
20035,BLM,PHF2,mut,shRNA,24104479,COAD,0
20036,BLM,KCTD7,mut,shRNA,24104479,COAD,0
20037,BLM,SOCS6,mut,shRNA,24104479,COAD,0
20038,BLM,ZBTB7A,mut,shRNA,24104479,COAD,0
20039,BLM,C10orf129,mut,shRNA,24104479,COAD,0
20040,BLM,WDFY2,mut,shRNA,24104479,COAD,0
20041,BLM,DCAF4L1,mut,shRNA,24104479,COAD,0
20042,BLM,RCC2,mut,shRNA,24104479,COAD,0
20043,BLM,CLEC2B,mut,shRNA,24104479,COAD,0
20044,BLM,ZNF239,mut,shRNA,24104479,COAD,0
20045,BLM,PIP4K2B,mut,shRNA,24104479,COAD,0
20046,BLM,COL7A1,mut,shRNA,24104479,COAD,0
20047,BLM,C10orf140,mut,shRNA,24104479,COAD,0
20048,BLM,TGM4,mut,shRNA,24104479,COAD,0
20049,BLM,FGFBP1,mut,shRNA,24104479,COAD,0
20050,BLM,SIDT1,mut,shRNA,24104479,COAD,0
